Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,267.8399963378906,268.80999755859375,267.3999938964844,268.7699890136719,254.1127166748047,86655700
2018-01-03,268.9599914550781,270.6400146484375,268.9599914550781,270.4700012207031,255.71998596191406,90070400
2018-01-04,271.20001220703125,272.1600036621094,270.5400085449219,271.6099853515625,256.7978210449219,80636400
2018-01-05,272.510009765625,273.55999755859375,271.95001220703125,273.4200134277344,258.5091857910156,83524000
2018-01-08,273.30999755859375,274.1000061035156,272.9800109863281,273.9200134277344,258.98187255859375,57319200
2018-01-09,274.3999938964844,275.25,274.0799865722656,274.5400085449219,259.56805419921875,57254000
2018-01-10,273.67999267578125,274.4200134277344,272.9200134277344,274.1199951171875,259.17095947265625,69574300
2018-01-11,274.75,276.1199951171875,274.55999755859375,276.1199951171875,261.0618896484375,62361500
2018-01-12,276.4200134277344,278.1099853515625,276.0799865722656,277.9200134277344,262.7637939453125,90816100
2018-01-16,279.3500061035156,280.0899963378906,276.17999267578125,276.9700012207031,261.8655700683594,106555100
2018-01-17,278.0299987792969,280.04998779296875,276.9700012207031,279.6099853515625,264.3615417480469,113258800
2018-01-18,279.4800109863281,279.9599914550781,278.5799865722656,279.1400146484375,263.9172668457031,100728000
2018-01-19,279.79998779296875,280.4100036621094,279.1400146484375,280.4100036621094,265.1179504394531,140920100
2018-01-22,280.1700134277344,282.69000244140625,280.1099853515625,282.69000244140625,267.2735900878906,91322400
2018-01-23,282.739990234375,283.6199951171875,282.3699951171875,283.2900085449219,267.8409729003906,97084700
2018-01-24,284.0199890136719,284.70001220703125,281.8399963378906,283.17999267578125,267.73681640625,134816100
2018-01-25,284.1600036621094,284.2699890136719,282.3999938964844,283.29998779296875,267.850341796875,84587300
2018-01-26,284.25,286.6300048828125,283.9599914550781,286.5799865722656,270.9514465332031,107743100
2018-01-29,285.92999267578125,286.42999267578125,284.5,284.67999267578125,269.15509033203125,90118300
2018-01-30,282.6000061035156,284.739990234375,281.2200012207031,281.760009765625,266.39434814453125,131796400
2018-01-31,282.7300109863281,283.29998779296875,280.67999267578125,281.8999938964844,266.5267028808594,108364800
2018-02-01,281.07000732421875,283.05999755859375,280.67999267578125,281.5799865722656,266.2240905761719,90102500
2018-02-02,280.0799865722656,280.2300109863281,275.4100036621094,275.45001220703125,260.428466796875,173174800
2018-02-05,273.45001220703125,275.8500061035156,263.30999755859375,263.92999267578125,249.53665161132812,294681800
2018-02-06,259.94000244140625,269.70001220703125,258.70001220703125,269.1300048828125,254.45315551757812,355026800
2018-02-07,268.5,272.3599853515625,267.5799865722656,267.6700134277344,253.07273864746094,167376100
2018-02-08,268.010009765625,268.1700134277344,257.5899963378906,257.6300048828125,243.58026123046875,246449500
2018-02-09,260.79998779296875,263.6099853515625,252.9199981689453,261.5,247.23919677734375,283565300
2018-02-12,263.8299865722656,267.010009765625,261.6600036621094,265.3399963378906,250.86978149414062,143736000
2018-02-13,263.9700012207031,266.6199951171875,263.30999755859375,266.0,251.49380493164062,81223600
2018-02-14,264.30999755859375,270.0,264.29998779296875,269.5899963378906,254.8879852294922,120735700
2018-02-15,271.57000732421875,273.0400085449219,268.7699890136719,273.0299987792969,258.1404113769531,111200300
2018-02-16,272.32000732421875,275.32000732421875,272.2699890136719,273.1099853515625,258.2160339355469,160420100
2018-02-20,272.0299987792969,273.6700134277344,270.5,271.3999938964844,256.5992736816406,86369700
2018-02-21,271.8999938964844,274.7200012207031,269.94000244140625,270.04998779296875,255.3229217529297,98883700
