Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,225.0399932861328,225.8300018310547,223.8800048828125,225.24000549316406,208.89544677734375,91366500
2017-01-04,225.6199951171875,226.75,225.61000061035156,226.5800018310547,210.13824462890625,78744400
2017-01-05,226.27000427246094,226.5800018310547,225.47999572753906,226.39999389648438,209.9712677001953,78379000
2017-01-06,226.52999877929688,227.75,225.89999389648438,227.2100067138672,210.72247314453125,71559900
2017-01-09,226.91000366210938,227.07000732421875,226.4199981689453,226.4600067138672,210.02691650390625,46939700
2017-01-10,226.47999572753906,227.4499969482422,226.00999450683594,226.4600067138672,210.02691650390625,63771900
2017-01-11,226.36000061035156,227.10000610351562,225.58999633789062,227.10000610351562,210.6204833984375,74650000
2017-01-12,226.5,226.75,224.9600067138672,226.52999877929688,210.091796875,72113200
2017-01-13,226.72999572753906,227.39999389648438,226.69000244140625,227.0500030517578,210.57412719726562,62717900
2017-01-17,226.30999755859375,226.77999877929688,225.8000030517578,226.25,209.83213806152344,61240800
2017-01-18,226.5399932861328,226.8000030517578,225.89999389648438,226.75,210.2958526611328,54793300
2017-01-19,226.83999633789062,227.0,225.41000366210938,225.91000366210938,209.516845703125,66608800
2017-01-20,226.6999969482422,227.30999755859375,225.97000122070312,226.74000549316406,210.28660583496094,129168600
2017-01-23,226.74000549316406,226.80999755859375,225.27000427246094,226.14999389648438,209.73939514160156,75061600
2017-01-24,226.39999389648438,228.0800018310547,226.27000427246094,227.60000610351562,211.08419799804688,95555300
2017-01-25,228.6999969482422,229.57000732421875,228.50999450683594,229.57000732421875,212.9112091064453,84437700
2017-01-26,229.39999389648438,229.7100067138672,229.00999450683594,229.3300018310547,212.6886749267578,59970700
2017-01-27,229.4199981689453,229.58999633789062,228.75999450683594,228.97000122070312,212.35475158691406,59711100
2017-01-30,228.1699981689453,228.1999969482422,226.41000366210938,227.5500030517578,211.03781127929688,79737300
2017-01-31,226.97999572753906,227.60000610351562,226.32000732421875,227.52999877929688,211.01925659179688,75880800
2017-02-01,227.52999877929688,228.58999633789062,226.94000244140625,227.6199951171875,211.1027374267578,79117700
2017-02-02,227.6199951171875,228.10000610351562,226.82000732421875,227.77000427246094,211.24185180664062,69657600
2017-02-03,228.82000732421875,229.5500030517578,228.4600067138672,229.33999633789062,212.6979217529297,80563200
2017-02-06,228.8699951171875,229.3300018310547,228.5399932861328,228.92999267578125,212.31764221191406,57790100
2017-02-07,229.3800048828125,229.66000366210938,228.72000122070312,228.94000244140625,212.32693481445312,57931200
2017-02-08,228.94000244140625,229.38999938964844,228.30999755859375,229.24000549316406,212.60519409179688,51566200
2017-02-09,229.24000549316406,230.9499969482422,229.24000549316406,230.60000610351562,213.8665008544922,65955200
2017-02-10,231.0,231.77000427246094,230.6199951171875,231.50999450683594,214.71043395996094,66015900
2017-02-13,232.0800018310547,233.07000732421875,232.0500030517578,232.77000427246094,215.87904357910156,55182100
2017-02-14,232.55999755859375,233.7100067138672,232.16000366210938,233.6999969482422,216.74154663085938,71109000
2017-02-15,233.4499969482422,235.13999938964844,233.38999938964844,234.9199981689453,217.87298583984375,86785800
2017-02-16,234.9499969482422,235.16000366210938,233.85000610351562,234.72000122070312,217.68751525878906,84722400
2017-02-17,233.9499969482422,235.08999633789062,233.92999267578125,235.08999633789062,218.0306854248047,77204100
2017-02-21,235.52000427246094,236.69000244140625,235.50999450683594,236.49000549316406,219.32908630371094,88946100
2017-02-22,236.02000427246094,236.5399932861328,235.8300018310547,236.27999877929688,219.13430786132812,62115200
2017-02-23,236.8800048828125,236.89999389648438,235.55999755859375,236.44000244140625,219.2826690673828,74615900
2017-02-24,235.4600067138672,236.7899932861328,235.41000366210938,236.74000549316406,219.56092834472656,82381600
2017-02-27,236.63999938964844,237.30999755859375,236.35000610351562,237.11000061035156,219.9040985107422,56515400
2017-02-28,236.6699981689453,236.9499969482422,236.02000427246094,236.47000122070312,219.310546875,96961900
2017-03-01,238.38999938964844,240.32000732421875,238.3699951171875,239.77999877929688,222.38035583496094,149158200
2017-03-02,239.55999755859375,239.57000732421875,238.2100067138672,238.27000427246094,220.97991943359375,70246000
2017-03-03,238.1699981689453,238.61000061035156,237.72999572753906,238.4199981689453,221.11903381347656,81974300
2017-03-06,237.5,238.1199951171875,237.00999450683594,237.7100067138672,220.4605712890625,55391500
2017-03-07,237.36000061035156,237.77000427246094,236.75999450683594,237.0,219.80209350585938,65103700
2017-03-08,237.33999633789062,237.63999938964844,236.39999389648438,236.55999755859375,219.3939971923828,78168800
2017-03-09,236.6999969482422,237.24000549316406,235.74000549316406,236.86000061035156,219.67221069335938,90683900
2017-03-10,237.97000122070312,238.02000427246094,236.58999633789062,237.69000244140625,220.4420166015625,81991700
2017-03-13,237.6199951171875,237.86000061035156,237.24000549316406,237.80999755859375,220.5532989501953,57256800
2017-03-14,237.17999267578125,237.24000549316406,236.19000244140625,236.89999389648438,219.70933532714844,59880800
2017-03-15,237.55999755859375,239.44000244140625,237.2899932861328,238.9499969482422,221.610595703125,96081800
2017-03-16,239.11000061035156,239.1999969482422,238.10000610351562,238.47999572753906,221.17466735839844,78344000
2017-03-17,237.75,237.97000122070312,237.02999877929688,237.02999877929688,220.78623962402344,89002100
2017-03-20,237.02999877929688,237.36000061035156,236.32000732421875,236.77000427246094,220.54408264160156,52537000
2017-03-21,237.47000122070312,237.61000061035156,233.5800018310547,233.72999572753906,217.71238708496094,131809300
2017-03-22,233.77000427246094,234.61000061035156,233.0500030517578,234.27999877929688,218.22471618652344,97569200
2017-03-23,234.27999877929688,235.33999633789062,233.60000610351562,234.02999877929688,217.99183654785156,100410300
2017-03-24,234.3800048828125,235.0399932861328,232.9600067138672,233.86000061035156,217.83348083496094,112504900
2017-03-27,231.92999267578125,233.9199981689453,231.61000061035156,233.6199951171875,217.6099395751953,87454500
2017-03-28,233.27000427246094,235.80999755859375,233.13999938964844,235.32000732421875,219.19346618652344,93483900
2017-03-29,234.99000549316406,235.80999755859375,234.72999572753906,235.5399932861328,219.39837646484375,61950400
2017-03-30,235.47000122070312,236.52000427246094,235.27000427246094,236.2899932861328,220.0969696044922,56737900
2017-03-31,235.89999389648438,236.50999450683594,235.67999267578125,235.74000549316406,219.5846710205078,73733100
2017-04-03,235.8000030517578,236.02999877929688,233.91000366210938,235.3300018310547,219.20277404785156,85546500
2017-04-04,235.0,235.5800018310547,234.55999755859375,235.47999572753906,219.3424835205078,56466200
2017-04-05,236.25999450683594,237.38999938964844,234.5399932861328,234.77999877929688,218.69046020507812,108800600
2017-04-06,234.94000244140625,236.0399932861328,234.42999267578125,235.44000244140625,219.3052215576172,69135800
2017-04-07,235.14999389648438,236.0,234.63999938964844,235.1999969482422,219.08168029785156,74412300
2017-04-10,235.36000061035156,236.25999450683594,234.72999572753906,235.33999633789062,219.21205139160156,67615300
2017-04-11,234.89999389648438,235.17999267578125,233.33999633789062,235.05999755859375,218.95126342773438,88045300
2017-04-12,234.74000549316406,234.9600067138672,233.77000427246094,234.02999877929688,217.99183654785156,81864400
2017-04-13,233.63999938964844,234.49000549316406,232.50999450683594,232.50999450683594,216.57598876953125,92880400
2017-04-17,233.11000061035156,234.57000732421875,232.8800048828125,234.57000732421875,218.49484252929688,68405400
2017-04-18,233.72000122070312,234.49000549316406,233.0800018310547,233.8699951171875,217.84278869628906,83225800
2017-04-19,234.52000427246094,234.9499969482422,233.17999267578125,233.44000244140625,217.4422607421875,68699900
2017-04-20,234.14999389648438,235.85000610351562,233.77999877929688,235.33999633789062,219.21205139160156,92572200
2017-04-21,235.25,235.30999755859375,234.1300048828125,234.58999633789062,218.51345825195312,110389800
2017-04-24,237.17999267578125,237.41000366210938,234.55999755859375,237.1699981689453,220.9166717529297,119209900
2017-04-25,237.91000366210938,238.9499969482422,237.80999755859375,238.5500030517578,222.2020721435547,76698300
2017-04-26,238.50999450683594,239.52999877929688,238.35000610351562,238.39999389648438,222.0623779296875,84702500
2017-04-27,238.77000427246094,238.9499969482422,237.97999572753906,238.60000610351562,222.24864196777344,57410300
2017-04-28,238.89999389648438,238.92999267578125,237.92999267578125,238.0800018310547,221.7642822265625,63532800
2017-05-01,238.67999267578125,239.1699981689453,238.1999969482422,238.67999267578125,222.3231658935547,66882500
2017-05-02,238.83999633789062,238.97999572753906,238.3000030517578,238.77000427246094,222.40701293945312,57375700
2017-05-03,238.77000427246094,238.8800048828125,237.6999969482422,238.47999572753906,222.1368865966797,73137700
2017-05-04,238.8300018310547,238.9199981689453,237.77999877929688,238.75999450683594,222.39768981933594,61462700
2017-05-05,239.19000244140625,239.72000122070312,238.67999267578125,239.6999969482422,223.27328491210938,62001300
2017-05-08,239.75,239.9199981689453,239.1699981689453,239.66000366210938,223.2360076904297,48385700
2017-05-09,239.9600067138672,240.19000244140625,239.0399932861328,239.44000244140625,223.03109741210938,51363200
2017-05-10,239.38999938964844,239.8699951171875,239.14999389648438,239.8699951171875,223.43162536621094,54293800
2017-05-11,239.35000610351562,239.57000732421875,238.1300048828125,239.3800048828125,222.97518920898438,62358300
2017-05-12,239.08999633789062,239.42999267578125,238.6699981689453,238.97999572753906,222.60263061523438,53912700
2017-05-15,239.47000122070312,240.44000244140625,239.4499969482422,240.3000030517578,223.83216857910156,61918900
2017-05-16,240.63999938964844,240.6699981689453,239.6300048828125,240.0800018310547,223.62722778320312,51241800
2017-05-17,240.0800018310547,240.0800018310547,235.75,235.82000732421875,219.65919494628906,172174100
2017-05-18,235.72999572753906,237.75,235.42999267578125,236.77000427246094,220.54408264160156,107047700
2017-05-19,237.3300018310547,239.0800018310547,237.27000427246094,238.30999755859375,221.97853088378906,115011400
2017-05-22,238.89999389648438,239.7100067138672,238.82000732421875,239.52000427246094,223.1055908203125,61010600
2017-05-23,239.9499969482422,240.24000549316406,239.50999450683594,240.0500030517578,223.59930419921875,48341700
2017-05-24,240.32000732421875,240.72999572753906,239.92999267578125,240.61000061035156,224.1208953857422,46927700
2017-05-25,241.1999969482422,242.0800018310547,240.9600067138672,241.75999450683594,225.19207763671875,64071700
2017-05-26,241.5399932861328,241.89999389648438,241.4499969482422,241.7100067138672,225.14553833007812,46629900
2017-05-30,241.33999633789062,241.7899932861328,241.16000366210938,241.5,224.94992065429688,35201900
2017-05-31,241.83999633789062,241.8800048828125,240.63999938964844,241.44000244140625,224.89404296875,91796000
2017-06-01,241.97000122070312,243.3800048828125,241.63999938964844,243.36000061035156,226.68243408203125,68962000
2017-06-02,243.4199981689453,244.35000610351562,243.0800018310547,244.1699981689453,227.4369659423828,88666100
2017-06-05,243.97000122070312,244.3000030517578,243.75999450683594,243.99000549316406,227.26930236816406,44698800
2017-06-06,243.33999633789062,243.97999572753906,243.1199951171875,243.2100067138672,226.54273986816406,50375400
2017-06-07,243.60000610351562,243.9199981689453,242.8300018310547,243.66000366210938,226.9619140625,54144300
2017-06-08,243.77000427246094,244.3300018310547,243.1699981689453,243.77999877929688,227.07366943359375,65950700
2017-06-09,244.08999633789062,245.00999450683594,241.9499969482422,243.41000366210938,226.72906494140625,132256400
2017-06-12,243.1300048828125,243.4199981689453,242.3800048828125,243.36000061035156,226.68243408203125,86108100
2017-06-13,243.97999572753906,244.61000061035156,243.5800018310547,244.5500030517578,227.79092407226562,60067000
2017-06-14,244.86000061035156,244.8699951171875,243.2899932861328,244.24000549316406,227.50216674804688,78602300
2017-06-15,242.67999267578125,243.91000366210938,242.36000061035156,243.77000427246094,227.06436157226562,66464900
2017-06-16,242.77000427246094,242.8300018310547,241.6300048828125,242.63999938964844,227.11398315429688,84553100
2017-06-19,243.58999633789062,244.72999572753906,243.47999572753906,244.66000366210938,229.0047149658203,65123800
2017-06-20,244.25,244.25999450683594,242.99000549316406,243.00999450683594,227.46026611328125,56906400
2017-06-21,243.4600067138672,243.58999633789062,242.41000366210938,242.9499969482422,227.40411376953125,55977600
2017-06-22,242.9600067138672,243.52999877929688,242.63999938964844,242.83999633789062,227.3011474609375,44148100
2017-06-23,242.91000366210938,243.50999450683594,242.47000122070312,243.1300048828125,227.57264709472656,66986800
2017-06-26,243.89999389648438,244.3800048828125,243.0500030517578,243.2899932861328,227.72238159179688,56700500
2017-06-27,243.0399932861328,243.3800048828125,241.30999755859375,241.3300018310547,225.8878173828125,82247700
2017-06-28,242.5,243.72000122070312,242.22999572753906,243.49000549316406,227.90957641601562,70042600
2017-06-29,243.66000366210938,243.72000122070312,239.9600067138672,241.35000610351562,225.90650939941406,106949700
2017-06-30,242.27999877929688,242.7100067138672,241.5800018310547,241.8000030517578,226.3277130126953,86820700
2017-07-03,242.8800048828125,243.3800048828125,242.2100067138672,242.2100067138672,226.7115020751953,39153800
2017-07-05,242.6300048828125,243.00999450683594,241.6999969482422,242.77000427246094,227.23565673828125,54427600
2017-07-06,241.88999938964844,242.02999877929688,240.33999633789062,240.5500030517578,225.15771484375,65400800
2017-07-07,241.2100067138672,242.27999877929688,240.55999755859375,242.11000061035156,226.61788940429688,57972300
2017-07-10,242.11000061035156,242.8000030517578,241.75999450683594,242.3699951171875,226.86123657226562,36663300
2017-07-11,242.3699951171875,242.5500030517578,240.85000610351562,242.19000244140625,226.69276428222656,50354600
2017-07-12,243.3000030517578,244.1999969482422,243.3000030517578,244.00999450683594,228.39633178710938,59610400
2017-07-13,244.02000427246094,244.5500030517578,243.75999450683594,244.4199981689453,228.78005981445312,39471600
2017-07-14,244.4199981689453,245.97000122070312,244.30999755859375,245.55999755859375,229.84713745117188,60262700
2017-07-17,245.47000122070312,245.91000366210938,245.3300018310547,245.52999877929688,229.8190155029297,33531900
2017-07-18,245.05999755859375,245.72000122070312,244.6699981689453,245.66000366210938,229.94073486328125,42742500
2017-07-19,246.02000427246094,247.0,246.00999450683594,246.99000549316406,231.1856231689453,51034300
2017-07-20,247.27999877929688,247.4199981689453,246.47000122070312,247.10000610351562,231.28858947753906,47135200
2017-07-21,246.44000244140625,246.91000366210938,246.17999267578125,246.8800048828125,231.08267211914062,82340800
2017-07-24,246.7899932861328,246.97999572753906,246.27999877929688,246.82000732421875,231.0264892578125,46622300
2017-07-25,247.67999267578125,247.8000030517578,247.16000366210938,247.4199981689453,231.5880889892578,54915600
2017-07-26,247.75,247.7899932861328,247.1300048828125,247.42999267578125,231.59747314453125,47575400
2017-07-27,247.9600067138672,248.0,245.67999267578125,247.1999969482422,231.3821563720703,70766600
2017-07-28,246.64999389648438,247.05999755859375,246.1300048828125,246.91000366210938,231.1107635498047,50088400
2017-07-31,247.3699951171875,247.47999572753906,246.52999877929688,246.77000427246094,230.97970581054688,65838700
2017-08-01,247.4600067138672,247.5,246.72000122070312,247.32000732421875,231.4945068359375,55050400
2017-08-02,247.47000122070312,247.60000610351562,246.3699951171875,247.44000244140625,231.6068572998047,47211200
2017-08-03,247.30999755859375,247.33999633789062,246.63999938964844,246.9600067138672,231.15757751464844,40856000
2017-08-04,247.52000427246094,247.7899932861328,246.97000122070312,247.41000366210938,231.57875061035156,60191800
2017-08-07,247.49000549316406,247.8699951171875,247.3699951171875,247.8699951171875,232.00929260253906,31995000
2017-08-08,247.50999450683594,248.91000366210938,246.8300018310547,247.25999450683594,231.43833923339844,61719400
2017-08-09,246.47000122070312,247.30999755859375,246.05999755859375,247.25,231.428955078125,62632600
2017-08-10,246.2899932861328,246.44000244140625,243.6999969482422,243.75999450683594,228.16229248046875,120479500
2017-08-11,244.02000427246094,244.8000030517578,243.75,244.1199951171875,228.49925231933594,74869900
2017-08-14,245.58999633789062,246.7899932861328,245.5500030517578,246.5399932861328,230.76437377929688,73291900
2017-08-15,246.97999572753906,247.0,246.16000366210938,246.50999450683594,230.73634338378906,55242700
2017-08-16,247.11000061035156,247.57000732421875,246.4499969482422,246.94000244140625,231.1387939453125,56715500
2017-08-17,246.24000549316406,246.60000610351562,243.08999633789062,243.08999633789062,227.53515625,128490400
2017-08-18,242.89999389648438,244.19000244140625,242.1999969482422,242.7100067138672,227.17950439453125,136748000
2017-08-21,242.63999938964844,243.1999969482422,241.8300018310547,242.89999389648438,227.35731506347656,65469700
2017-08-22,243.57000732421875,245.6199951171875,243.5500030517578,245.44000244140625,229.7347869873047,63140100
2017-08-23,244.3300018310547,245.0500030517578,244.16000366210938,244.55999755859375,228.91110229492188,50203800
2017-08-24,245.0,245.17999267578125,243.75,243.99000549316406,228.3776092529297,50741700
2017-08-25,244.89999389648438,245.61000061035156,244.38999938964844,244.55999755859375,228.91110229492188,64445900
2017-08-28,245.1699981689453,245.1999969482422,244.08999633789062,244.57000732421875,228.9204864501953,40565600
